2025-02-09 01:15:00,334 - INFO - Attempting database connection...
2025-02-09 01:15:00,334 - INFO - Database configuration:
2025-02-09 01:15:00,334 - INFO -   Database Name: fil_dict_db
2025-02-09 01:15:00,335 - INFO -   User: postgres
2025-02-09 01:15:00,335 - INFO -   Host: localhost
2025-02-09 01:15:00,335 - INFO -   Password: ********
2025-02-09 01:15:00,367 - INFO - Successfully established database connection
2025-02-09 01:15:00,367 - INFO - Setting up PostgreSQL extensions...
2025-02-09 01:15:00,368 - INFO - Checking extension: pg_trgm
2025-02-09 01:15:00,375 - INFO - Extension already installed: pg_trgm
2025-02-09 01:15:00,375 - INFO - Checking extension: unaccent
2025-02-09 01:15:00,376 - INFO - Extension already installed: unaccent
2025-02-09 01:15:00,376 - INFO - Checking extension: fuzzystrmatch
2025-02-09 01:15:00,376 - INFO - Extension already installed: fuzzystrmatch
2025-02-09 01:15:00,376 - INFO - Extensions setup completed
2025-02-09 01:15:00,376 - INFO - Starting table creation/update process.
2025-02-09 01:15:00,391 - INFO - Tables created or updated successfully.
2025-02-09 01:15:00,394 - INFO - Processing Tagalog words from: data/tagalog-words.json
2025-02-09 01:16:15,301 - INFO - Processing root words from: data/root_words_with_associated_words_cleaned.json
2025-02-09 01:16:46,961 - INFO - Processing KWF dictionary from: data/kwf_dictionary.json
2025-02-09 01:18:06,361 - INFO - Starting to process Kaikki file: data/kaikki.jsonl
2025-02-09 01:18:08,169 - WARNING - Invalid Baybayin data for word 'ano', clearing baybayin fields.
2025-02-09 01:18:08,205 - WARNING - Invalid Baybayin data for word 'ano', clearing baybayin fields.
2025-02-09 01:18:08,207 - WARNING - Invalid Baybayin data for word 'ano', clearing baybayin fields.
2025-02-09 01:18:08,211 - WARNING - Invalid Baybayin data for word 'v', clearing baybayin fields.
2025-02-09 01:18:08,309 - WARNING - Invalid Baybayin data for word 'j', clearing baybayin fields.
2025-02-09 01:18:08,311 - WARNING - Invalid Baybayin data for word 'j', clearing baybayin fields.
2025-02-09 01:18:08,313 - WARNING - Invalid Baybayin data for word 'l', clearing baybayin fields.
2025-02-09 01:18:08,319 - WARNING - Invalid Baybayin data for word 'l', clearing baybayin fields.
2025-02-09 01:18:08,322 - WARNING - Invalid Baybayin data for word 'l', clearing baybayin fields.
2025-02-09 01:18:08,325 - WARNING - Invalid Baybayin data for word 'r', clearing baybayin fields.
2025-02-09 01:18:08,327 - WARNING - Invalid Baybayin data for word 'r', clearing baybayin fields.
2025-02-09 01:18:08,329 - WARNING - Invalid Baybayin data for word 'r', clearing baybayin fields.
2025-02-09 01:18:08,331 - WARNING - Invalid Baybayin data for word 'yon', clearing baybayin fields.
2025-02-09 01:18:08,333 - WARNING - Invalid Baybayin data for word 'yon', clearing baybayin fields.
2025-02-09 01:18:08,336 - WARNING - Invalid Baybayin data for word 'p', clearing baybayin fields.
2025-02-09 01:18:08,339 - WARNING - Invalid Baybayin data for word 'p', clearing baybayin fields.
2025-02-09 01:18:08,342 - WARNING - Invalid Baybayin data for word 'p', clearing baybayin fields.
2025-02-09 01:18:08,344 - WARNING - Invalid Baybayin data for word 't', clearing baybayin fields.
2025-02-09 01:18:08,412 - WARNING - Invalid Baybayin data for word 't', clearing baybayin fields.
2025-02-09 01:18:08,413 - WARNING - Invalid Baybayin data for word 'b', clearing baybayin fields.
2025-02-09 01:18:08,418 - WARNING - Invalid Baybayin data for word 'b', clearing baybayin fields.
2025-02-09 01:18:08,422 - WARNING - Invalid Baybayin data for word 'k', clearing baybayin fields.
2025-02-09 01:18:08,425 - WARNING - Invalid Baybayin data for word 'k', clearing baybayin fields.
2025-02-09 01:18:08,429 - WARNING - Invalid Baybayin data for word 'k', clearing baybayin fields.
2025-02-09 01:18:08,431 - WARNING - Invalid Baybayin data for word 'k', clearing baybayin fields.
2025-02-09 01:18:08,435 - WARNING - Invalid Baybayin data for word 'g', clearing baybayin fields.
2025-02-09 01:18:08,437 - WARNING - Invalid Baybayin data for word 'g', clearing baybayin fields.
2025-02-09 01:18:08,439 - WARNING - Invalid Baybayin data for word 'g', clearing baybayin fields.
2025-02-09 01:18:08,441 - WARNING - Invalid Baybayin data for word 'g', clearing baybayin fields.
2025-02-09 01:18:08,445 - WARNING - Invalid Baybayin data for word 'm', clearing baybayin fields.
2025-02-09 01:18:08,447 - WARNING - Invalid Baybayin data for word 'm', clearing baybayin fields.
2025-02-09 01:18:08,450 - WARNING - Invalid Baybayin data for word 'm', clearing baybayin fields.
2025-02-09 01:18:08,453 - WARNING - Invalid Baybayin data for word 'anime', clearing baybayin fields.
2025-02-09 01:18:08,455 - WARNING - Invalid Baybayin data for word 'w', clearing baybayin fields.
2025-02-09 01:18:08,458 - WARNING - Invalid Baybayin data for word 'w', clearing baybayin fields.
2025-02-09 01:18:08,462 - WARNING - Invalid Baybayin data for word 'c', clearing baybayin fields.
2025-02-09 01:18:08,555 - WARNING - Invalid Baybayin data for word 'c', clearing baybayin fields.
2025-02-09 01:18:08,558 - WARNING - Invalid Baybayin data for word 'h', clearing baybayin fields.
2025-02-09 01:18:08,560 - WARNING - Invalid Baybayin data for word 'h', clearing baybayin fields.
2025-02-09 01:18:08,563 - WARNING - Invalid Baybayin data for word 'h', clearing baybayin fields.
2025-02-09 01:18:08,565 - WARNING - Invalid Baybayin data for word 'd', clearing baybayin fields.
2025-02-09 01:18:08,649 - WARNING - Invalid Baybayin data for word 'd', clearing baybayin fields.
2025-02-09 01:18:08,651 - WARNING - Invalid Baybayin data for word 'd', clearing baybayin fields.
2025-02-09 01:18:08,653 - WARNING - Invalid Baybayin data for word 'mayor', clearing baybayin fields.
2025-02-09 01:18:08,669 - WARNING - Invalid Baybayin data for word 'mayor', clearing baybayin fields.
2025-02-09 01:18:08,672 - WARNING - Invalid Baybayin data for word 'password', clearing baybayin fields.
2025-02-09 01:18:08,674 - WARNING - Invalid Baybayin data for word 'n', clearing baybayin fields.
2025-02-09 01:18:08,753 - WARNING - Invalid Baybayin data for word 'n', clearing baybayin fields.
2025-02-09 01:18:08,755 - WARNING - Invalid Baybayin data for word 'n', clearing baybayin fields.
2025-02-09 01:18:08,839 - WARNING - Invalid Baybayin data for word 'n', clearing baybayin fields.
2025-02-09 01:18:08,841 - WARNING - Invalid Baybayin data for word 's', clearing baybayin fields.
2025-02-09 01:18:08,845 - WARNING - Invalid Baybayin data for word 's', clearing baybayin fields.
2025-02-09 01:18:08,846 - WARNING - Invalid Baybayin data for word 's', clearing baybayin fields.
2025-02-09 01:18:08,849 - WARNING - Invalid Baybayin data for word 'z', clearing baybayin fields.
2025-02-09 01:18:08,852 - WARNING - Invalid Baybayin data for word 'z', clearing baybayin fields.
2025-02-09 01:18:08,854 - WARNING - Invalid Baybayin data for word 'salt', clearing baybayin fields.
2025-02-09 01:18:08,856 - WARNING - Invalid Baybayin data for word 'key', clearing baybayin fields.
2025-02-09 01:18:08,860 - WARNING - Invalid Baybayin data for word 'e', clearing baybayin fields.
2025-02-09 01:18:08,944 - WARNING - Invalid Baybayin data for word 'e', clearing baybayin fields.
2025-02-09 01:18:08,949 - WARNING - Invalid Baybayin data for word 'e', clearing baybayin fields.
2025-02-09 01:18:08,958 - WARNING - Invalid Baybayin data for word 'u', clearing baybayin fields.
2025-02-09 01:18:09,033 - WARNING - Invalid Baybayin data for word 'Ursula', clearing baybayin fields.
2025-02-09 01:18:09,035 - WARNING - Invalid Baybayin data for word 'hara-kiri', clearing baybayin fields.
2025-02-09 01:18:09,038 - WARNING - Invalid Baybayin data for word 'mare', clearing baybayin fields.
2025-02-09 01:18:09,044 - WARNING - Invalid Baybayin data for word 'edit', clearing baybayin fields.
2025-02-09 01:18:09,046 - WARNING - Invalid Baybayin data for word 'hanger', clearing baybayin fields.
2025-02-09 01:18:09,053 - WARNING - Invalid Baybayin data for word 'oh', clearing baybayin fields.
2025-02-09 01:18:09,055 - WARNING - Invalid Baybayin data for word 'oh', clearing baybayin fields.
2025-02-09 01:18:09,056 - WARNING - Invalid Baybayin data for word 'ë', clearing baybayin fields.
2025-02-09 01:18:09,066 - WARNING - Invalid Baybayin data for word 'uno', clearing baybayin fields.
2025-02-09 01:18:09,069 - WARNING - Invalid Baybayin data for word 'uno', clearing baybayin fields.
2025-02-09 01:18:09,070 - WARNING - Invalid Baybayin data for word 'kimono', clearing baybayin fields.
2025-02-09 01:18:09,072 - WARNING - Invalid Baybayin data for word 'tres', clearing baybayin fields.
2025-02-09 01:18:09,092 - WARNING - Invalid Baybayin data for word 'arbor', clearing baybayin fields.
2025-02-09 01:18:09,104 - WARNING - Invalid Baybayin data for word 'libro', clearing baybayin fields.
2025-02-09 01:18:09,136 - WARNING - Invalid Baybayin data for word 'zeta', clearing baybayin fields.
2025-02-09 01:18:09,138 - WARNING - Invalid Baybayin data for word 'talo', clearing baybayin fields.
2025-02-09 01:18:09,174 - WARNING - Invalid Baybayin data for word 'talo', clearing baybayin fields.
2025-02-09 01:18:09,180 - WARNING - Invalid Baybayin data for word 'talo', clearing baybayin fields.
2025-02-09 01:18:09,188 - WARNING - Invalid Baybayin data for word 'talo', clearing baybayin fields.
2025-02-09 01:18:09,197 - WARNING - Invalid Baybayin data for word 'un', clearing baybayin fields.
2025-02-09 01:18:09,205 - WARNING - Invalid Baybayin data for word 'idea', clearing baybayin fields.
2025-02-09 01:18:09,215 - WARNING - Invalid Baybayin data for word 'natural', clearing baybayin fields.
2025-02-09 01:18:09,218 - WARNING - Invalid Baybayin data for word 'natural', clearing baybayin fields.
2025-02-09 01:18:09,231 - WARNING - Invalid Baybayin data for word 'kilo', clearing baybayin fields.
2025-02-09 01:18:09,233 - WARNING - Invalid Baybayin data for word 'kilo', clearing baybayin fields.
2025-02-09 01:18:09,236 - WARNING - Invalid Baybayin data for word 'kilo', clearing baybayin fields.
2025-02-09 01:18:09,244 - WARNING - Invalid Baybayin data for word 'kilo', clearing baybayin fields.
2025-02-09 01:18:09,246 - WARNING - Invalid Baybayin data for word 'Cu', clearing baybayin fields.
2025-02-09 01:18:09,248 - WARNING - Invalid Baybayin data for word 'PG', clearing baybayin fields.
2025-02-09 01:18:09,251 - WARNING - Invalid Baybayin data for word 'PG', clearing baybayin fields.
2025-02-09 01:18:09,253 - WARNING - Invalid Baybayin data for word 'em', clearing baybayin fields.
2025-02-09 01:18:09,255 - WARNING - Invalid Baybayin data for word 'ge', clearing baybayin fields.
2025-02-09 01:18:09,257 - WARNING - Invalid Baybayin data for word 'ge', clearing baybayin fields.
2025-02-09 01:18:09,263 - WARNING - Invalid Baybayin data for word 'FX', clearing baybayin fields.
2025-02-09 01:18:09,266 - WARNING - Invalid Baybayin data for word 'bus', clearing baybayin fields.
2025-02-09 01:18:09,280 - WARNING - Invalid Baybayin data for word 'ce', clearing baybayin fields.
